participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
697ed59824964096e537d7d3,270,1,43,right-5,left,right-dark,light-up,greater-up,dual,35:17.8
697ed59824964096e537d7d3,302,1,44,left-2,left,left-dark,light-up,fewer-up,dual,35:19.2
697ed59824964096e537d7d3,271,1,45,left-0,left,left-dark,light-up,fewer-up,dual,35:21.0
697ed59824964096e537d7d3,323,1,46,right-6,left,right-dark,light-up,greater-up,dual,35:22.7
697ed59824964096e537d7d3,514,1,47,left-3,left,left-dark,dark-up,greater-up,dual,35:24.4
697ed59824964096e537d7d3,711,0,48,right-1,left,right-dark,dark-up,greater-up,dual,35:26.6
697ed59824964096e537d7d3,321,1,49,right-9,left,right-dark,light-up,greater-up,dual,35:28.2
697ed59824964096e537d7d3,388,0,50,right-5,left,right-dark,light-up,fewer-up,dual,35:30.1
697ed59824964096e537d7d3,311,1,51,right-8,left,right-dark,dark-up,fewer-up,dual,35:31.6
697ed59824964096e537d7d3,269,1,52,right-8,left,right-dark,light-up,greater-up,dual,35:33.0
697ed59824964096e537d7d3,242,1,53,left-6,left,left-dark,dark-up,greater-up,dual,35:34.8
697ed59824964096e537d7d3,169,1,54,right-4,left,right-dark,light-up,greater-up,dual,35:36.4
697ed59824964096e537d7d3,559,0,55,left-4,left,left-dark,dark-up,fewer-up,dual,35:38.5
697ed59824964096e537d7d3,711,0,56,left-1,left,left-dark,light-up,greater-up,dual,35:40.4
697ed59824964096e537d7d3,435,1,57,left-0,left,left-dark,dark-up,greater-up,dual,35:42.3
697ed59824964096e537d7d3,289,0,58,right-8,left,right-dark,light-up,fewer-up,dual,35:43.9
697ed59824964096e537d7d3,348,0,59,left-7,left,left-dark,light-up,greater-up,dual,35:45.3
697ed59824964096e537d7d3,291,0,60,right-8,left,right-dark,dark-up,greater-up,dual,35:48.5
697ed59824964096e537d7d3,154,1,61,right-7,left,right-dark,dark-up,fewer-up,dual,35:50.0
697ed59824964096e537d7d3,397,1,62,left-8,left,left-dark,dark-up,greater-up,dual,35:51.5
697ed59824964096e537d7d3,557,0,63,left-8,left,left-dark,light-up,greater-up,dual,35:53.3
697ed59824964096e537d7d3,316,0,64,left-3,left,left-dark,light-up,greater-up,dual,35:55.1
697ed59824964096e537d7d3,337,1,65,right-9,left,right-dark,dark-up,fewer-up,dual,35:56.6
697ed59824964096e537d7d3,910,0,66,right-3,left,right-dark,light-up,fewer-up,dual,35:58.6
697ed59824964096e537d7d3,453,0,67,left-1,left,left-dark,dark-up,fewer-up,dual,36:00.2
697ed59824964096e537d7d3,305,1,68,left-3,left,left-dark,light-up,fewer-up,dual,36:01.8
697ed59824964096e537d7d3,828,0,69,left-7,left,left-dark,dark-up,fewer-up,dual,36:03.7
697ed59824964096e537d7d3,401,1,70,right-2,left,right-dark,light-up,greater-up,dual,36:05.1
697ed59824964096e537d7d3,400,0,71,left-6,left,left-dark,light-up,greater-up,dual,36:06.8
697ed59824964096e537d7d3,239,0,72,right-9,left,right-dark,light-up,fewer-up,dual,36:08.5
697ed59824964096e537d7d3,306,0,73,right-2,left,right-dark,light-up,fewer-up,dual,36:10.2
697ed59824964096e537d7d3,187,1,74,left-5,left,left-dark,light-up,fewer-up,dual,36:11.7
697ed59824964096e537d7d3,538,1,75,left-8,left,left-dark,light-up,fewer-up,dual,36:13.7
697ed59824964096e537d7d3,451,0,76,right-6,left,right-dark,light-up,fewer-up,dual,36:15.2
697ed59824964096e537d7d3,1076,1,77,left-9,left,left-dark,light-up,fewer-up,dual,36:17.6
697ed59824964096e537d7d3,314,0,78,left-5,left,left-dark,light-up,greater-up,dual,36:19.0
697ed59824964096e537d7d3,325,0,79,right-0,left,right-dark,light-up,fewer-up,dual,36:20.5
58cbd0a55d42920001414dd3,1283,1,0,left-8,right,left-dark,light-up,greater-up,dual,36:39.1
58cbd0a55d42920001414dd3,1251,1,1,right-8,left,right-dark,dark-up,fewer-up,dual,36:41.6
58cbd0a55d42920001414dd3,1495,1,2,left-1,right,left-dark,dark-up,fewer-up,dual,36:44.6
58cbd0a55d42920001414dd3,1279,1,3,left-3,right,left-dark,light-up,greater-up,dual,36:47.4
58cbd0a55d42920001414dd3,1383,1,4,right-4,left,right-dark,light-up,greater-up,dual,36:50.1
58cbd0a55d42920001414dd3,1274,1,5,left-0,left,left-dark,light-up,fewer-up,dual,36:52.9
58cbd0a55d42920001414dd3,1557,1,6,right-2,left,right-dark,light-up,greater-up,dual,36:55.8
58cbd0a55d42920001414dd3,1653,1,7,left-5,right,left-dark,dark-up,fewer-up,dual,36:58.7
58cbd0a55d42920001414dd3,NULL,0,8,right-7,none,right-dark,light-up,fewer-up,dual,37:01.4
58cbd0a55d42920001414dd3,952,1,9,right-4,left,right-dark,dark-up,fewer-up,dual,37:04.1
58cbd0a55d42920001414dd3,1659,1,10,left-6,left,left-dark,dark-up,greater-up,dual,37:07.1
69829bc1224b28f0538900d5,NULL,0,0,left-6,none,left-dark,dark-up,fewer-up,dual,37:08.3
58cbd0a55d42920001414dd3,1525,1,11,left-0,right,left-dark,dark-up,fewer-up,dual,37:10.0
69829bc1224b28f0538900d5,801,0,1,left-8,left,left-dark,light-up,greater-up,dual,37:11.1
58cbd0a55d42920001414dd3,907,1,12,left-4,right,left-dark,dark-up,fewer-up,dual,37:12.1
69829bc1224b28f0538900d5,1609,1,2,right-5,right,right-dark,light-up,fewer-up,dual,37:14.0
58cbd0a55d42920001414dd3,1536,1,13,left-6,left,left-dark,light-up,fewer-up,dual,37:15.0
69829bc1224b28f0538900d5,712,1,3,right-7,right,right-dark,dark-up,greater-up,dual,37:16.1
58cbd0a55d42920001414dd3,1162,1,14,right-0,left,right-dark,light-up,greater-up,dual,37:17.7
69829bc1224b28f0538900d5,947,1,4,right-2,right,right-dark,dark-up,greater-up,dual,37:18.4
69829bc1224b28f0538900d5,545,1,5,right-4,right,right-dark,light-up,fewer-up,dual,37:20.1
58cbd0a55d42920001414dd3,NULL,0,15,left-9,none,left-dark,dark-up,fewer-up,dual,37:20.4
69829bc1224b28f0538900d5,657,1,6,left-4,left,left-dark,dark-up,greater-up,dual,37:22.0
58cbd0a55d42920001414dd3,852,1,16,left-6,right,left-dark,dark-up,fewer-up,dual,37:23.0
69829bc1224b28f0538900d5,598,0,7,right-9,right,right-dark,dark-up,fewer-up,dual,37:23.8
69829bc1224b28f0538900d5,692,0,8,right-7,right,right-dark,dark-up,fewer-up,dual,37:25.6
58cbd0a55d42920001414dd3,NULL,0,17,left-2,none,left-dark,light-up,greater-up,dual,37:25.4
69829bc1224b28f0538900d5,515,0,9,right-5,right,right-dark,light-up,greater-up,dual,37:27.5
58cbd0a55d42920001414dd3,954,1,18,right-6,left,right-dark,light-up,greater-up,dual,37:28.3
69829bc1224b28f0538900d5,768,0,10,right-6,right,right-dark,light-up,greater-up,dual,37:29.5
58cbd0a55d42920001414dd3,1044,1,19,left-3,left,left-dark,light-up,fewer-up,dual,37:30.8
69829bc1224b28f0538900d5,1286,0,11,right-8,left,right-dark,light-up,fewer-up,dual,37:32.0
69829bc1224b28f0538900d5,891,0,12,right-7,right,right-dark,light-up,greater-up,dual,37:34.0
69829bc1224b28f0538900d5,NULL,0,13,right-1,none,right-dark,light-up,greater-up,dual,37:36.6
69829bc1224b28f0538900d5,692,0,14,right-2,right,right-dark,light-up,greater-up,dual,37:39.1
58cbd0a55d42920001414dd3,883,1,20,left-1,left,left-dark,dark-up,greater-up,dual,37:38.9
58cbd0a55d42920001414dd3,923,1,21,left-4,left,left-dark,dark-up,greater-up,dual,37:41.3
69829bc1224b28f0538900d5,NULL,0,15,right-6,none,right-dark,dark-up,fewer-up,dual,37:41.7
58cbd0a55d42920001414dd3,1140,1,22,right-4,right,right-dark,dark-up,greater-up,dual,37:43.7
69829bc1224b28f0538900d5,1138,1,16,left-9,right,left-dark,light-up,greater-up,dual,37:44.6
58cbd0a55d42920001414dd3,1096,1,23,left-7,right,left-dark,dark-up,fewer-up,dual,37:45.9
69829bc1224b28f0538900d5,959,1,17,left-8,left,left-dark,light-up,fewer-up,dual,37:47.1
58cbd0a55d42920001414dd3,963,0,24,left-1,right,left-dark,light-up,fewer-up,dual,37:48.4
69829bc1224b28f0538900d5,749,1,18,left-1,left,left-dark,dark-up,greater-up,dual,37:49.4
69829bc1224b28f0538900d5,690,1,19,left-8,left,left-dark,dark-up,greater-up,dual,37:51.3
58cbd0a55d42920001414dd3,1185,0,25,left-9,left,left-dark,light-up,greater-up,dual,37:51.1
58cbd0a55d42920001414dd3,1567,1,26,right-0,left,right-dark,dark-up,fewer-up,dual,37:53.8
58cbd0a55d42920001414dd3,1082,1,27,left-8,left,left-dark,dark-up,greater-up,dual,37:56.4
58cbd0a55d42920001414dd3,913,1,28,left-7,left,left-dark,dark-up,greater-up,dual,37:58.7
58cbd0a55d42920001414dd3,1353,1,29,left-4,left,left-dark,light-up,fewer-up,dual,38:01.2
5b4d64a9b8b20a00015a850e,1025,0,0,right-7,right,right-dark,light-up,greater-up,dual,38:01.0
58cbd0a55d42920001414dd3,1153,1,30,left-0,right,left-dark,light-up,greater-up,dual,38:03.7
5b4d64a9b8b20a00015a850e,897,1,1,right-6,right,right-dark,dark-up,greater-up,dual,38:03.1
58cbd0a55d42920001414dd3,1606,1,31,left-8,right,left-dark,dark-up,fewer-up,dual,38:06.4
5b4d64a9b8b20a00015a850e,694,0,2,right-7,left,right-dark,dark-up,greater-up,dual,38:05.2
69829bc1224b28f0538900d5,711,1,20,right-1,right,right-dark,light-up,fewer-up,dual,38:08.0
5b4d64a9b8b20a00015a850e,514,1,3,right-9,right,right-dark,dark-up,greater-up,dual,38:07.1
58cbd0a55d42920001414dd3,1180,0,32,right-7,left,right-dark,dark-up,greater-up,dual,38:09.1
69829bc1224b28f0538900d5,1234,0,21,left-0,left,left-dark,light-up,greater-up,dual,38:10.4
5b4d64a9b8b20a00015a850e,613,1,4,left-4,left,left-dark,light-up,fewer-up,dual,38:08.9
58cbd0a55d42920001414dd3,858,1,33,right-3,right,right-dark,dark-up,greater-up,dual,38:11.3
69829bc1224b28f0538900d5,NULL,0,22,left-9,none,left-dark,light-up,fewer-up,dual,38:12.7
5b4d64a9b8b20a00015a850e,1239,1,5,left-7,left,left-dark,light-up,fewer-up,dual,38:11.7
58cbd0a55d42920001414dd3,889,1,34,right-1,right,right-dark,dark-up,greater-up,dual,38:13.5
69829bc1224b28f0538900d5,1080,1,23,right-0,right,right-dark,light-up,fewer-up,dual,38:15.5
5b4d64a9b8b20a00015a850e,570,0,6,right-8,right,right-dark,light-up,greater-up,dual,38:13.8
58cbd0a55d42920001414dd3,1016,1,35,right-5,left,right-dark,dark-up,fewer-up,dual,38:15.9
69829bc1224b28f0538900d5,518,0,24,left-7,left,left-dark,light-up,greater-up,dual,38:17.2
5b4d64a9b8b20a00015a850e,593,0,7,left-9,left,left-dark,light-up,greater-up,dual,38:15.5
58cbd0a55d42920001414dd3,NULL,0,36,left-8,none,left-dark,light-up,fewer-up,dual,38:18.3
69829bc1224b28f0538900d5,701,1,25,left-8,right,left-dark,dark-up,fewer-up,dual,38:18.9
5b4d64a9b8b20a00015a850e,462,0,8,left-7,left,left-dark,dark-up,fewer-up,dual,38:17.4
58cbd0a55d42920001414dd3,1330,1,37,left-2,left,left-dark,dark-up,greater-up,dual,38:21.3
69829bc1224b28f0538900d5,1493,1,26,right-9,right,right-dark,dark-up,greater-up,dual,38:21.9
5b4d64a9b8b20a00015a850e,1415,1,9,left-8,left,left-dark,light-up,fewer-up,dual,38:20.2
58cbd0a55d42920001414dd3,782,1,38,left-5,left,left-dark,dark-up,greater-up,dual,38:23.3
5b4d64a9b8b20a00015a850e,536,0,10,right-9,right,right-dark,dark-up,fewer-up,dual,38:22.2
69829bc1224b28f0538900d5,515,1,27,left-3,left,left-dark,dark-up,greater-up,dual,38:24.0
5b4d64a9b8b20a00015a850e,755,1,11,left-0,left,left-dark,dark-up,greater-up,dual,38:24.1
58cbd0a55d42920001414dd3,1103,1,39,right-3,right,right-dark,light-up,fewer-up,dual,38:25.8
69829bc1224b28f0538900d5,702,0,28,left-4,left,left-dark,dark-up,fewer-up,dual,38:26.2
69829bc1224b28f0538900d5,555,1,29,left-0,left,left-dark,light-up,fewer-up,dual,38:27.9
5b4d64a9b8b20a00015a850e,570,1,12,right-5,right,right-dark,dark-up,greater-up,dual,38:25.9
5b4d64a9b8b20a00015a850e,584,1,13,left-3,left,left-dark,dark-up,greater-up,dual,38:28.0
69829bc1224b28f0538900d5,1432,1,30,left-5,left,left-dark,dark-up,greater-up,dual,38:30.5
5b4d64a9b8b20a00015a850e,598,1,14,right-2,right,right-dark,dark-up,greater-up,dual,38:29.7
5b4d64a9b8b20a00015a850e,527,0,15,right-3,right,right-dark,light-up,greater-up,dual,38:31.3
69829bc1224b28f0538900d5,NULL,0,31,right-9,none,right-dark,light-up,greater-up,dual,38:33.3
5b4d64a9b8b20a00015a850e,958,1,16,left-8,left,left-dark,dark-up,greater-up,dual,38:33.5
69829bc1224b28f0538900d5,556,1,32,left-7,left,left-dark,light-up,fewer-up,dual,38:35.6
58cbd0a55d42920001414dd3,887,1,40,left-4,right,left-dark,light-up,greater-up,dual,38:35.6
5b4d64a9b8b20a00015a850e,449,1,17,right-8,right,right-dark,light-up,fewer-up,dual,38:35.4
69829bc1224b28f0538900d5,716,0,33,left-4,left,left-dark,light-up,greater-up,dual,38:37.7
58cbd0a55d42920001414dd3,1190,1,41,left-2,right,left-dark,dark-up,fewer-up,dual,38:38.3
5b4d64a9b8b20a00015a850e,525,1,18,right-9,right,right-dark,light-up,fewer-up,dual,38:37.2
69829bc1224b28f0538900d5,539,0,34,right-4,right,right-dark,dark-up,fewer-up,dual,38:39.7
5b4d64a9b8b20a00015a850e,421,0,19,left-2,left,left-dark,dark-up,fewer-up,dual,38:39.1
58cbd0a55d42920001414dd3,1435,1,42,right-3,left,right-dark,dark-up,fewer-up,dual,38:40.9
69829bc1224b28f0538900d5,702,1,35,left-6,left,left-dark,dark-up,greater-up,dual,38:41.8
58cbd0a55d42920001414dd3,818,1,43,right-6,right,right-dark,dark-up,greater-up,dual,38:42.9
69829bc1224b28f0538900d5,1539,0,36,left-0,left,left-dark,dark-up,fewer-up,dual,38:44.5
58cbd0a55d42920001414dd3,1233,1,44,left-3,right,left-dark,dark-up,fewer-up,dual,38:45.3
69829bc1224b28f0538900d5,491,0,37,left-2,left,left-dark,dark-up,fewer-up,dual,38:46.4
58cbd0a55d42920001414dd3,1084,1,45,right-2,right,right-dark,light-up,fewer-up,dual,38:47.9
69829bc1224b28f0538900d5,937,1,38,left-3,right,left-dark,light-up,greater-up,dual,38:48.8
5b4d64a9b8b20a00015a850e,684,0,20,left-1,left,left-dark,light-up,greater-up,dual,38:48.3
58cbd0a55d42920001414dd3,978,1,46,right-8,right,right-dark,dark-up,greater-up,dual,38:50.1
69829bc1224b28f0538900d5,517,0,39,right-0,right,right-dark,light-up,greater-up,dual,38:50.8
5b4d64a9b8b20a00015a850e,393,1,21,left-2,right,left-dark,light-up,greater-up,dual,38:50.0
58cbd0a55d42920001414dd3,1561,1,47,right-9,right,right-dark,light-up,fewer-up,dual,38:52.8
5b4d64a9b8b20a00015a850e,628,1,22,left-5,right,left-dark,light-up,greater-up,dual,38:52.0
69829bc1224b28f0538900d5,658,0,40,left-7,left,left-dark,dark-up,fewer-up,dual,38:54.9
58cbd0a55d42920001414dd3,942,1,48,right-3,left,right-dark,light-up,greater-up,dual,38:55.0
5b4d64a9b8b20a00015a850e,1188,0,23,left-7,left,left-dark,light-up,greater-up,dual,38:54.5
69829bc1224b28f0538900d5,572,0,41,right-2,right,right-dark,dark-up,fewer-up,dual,38:56.9
58cbd0a55d42920001414dd3,1470,1,49,right-1,left,right-dark,dark-up,fewer-up,dual,38:57.8
5b4d64a9b8b20a00015a850e,465,1,24,right-0,right,right-dark,light-up,fewer-up,dual,38:56.5
69829bc1224b28f0538900d5,767,1,42,left-1,left,left-dark,light-up,fewer-up,dual,38:58.9
58cbd0a55d42920001414dd3,1104,1,50,right-5,left,right-dark,light-up,greater-up,dual,39:00.2
5b4d64a9b8b20a00015a850e,1011,0,25,left-8,left,left-dark,dark-up,fewer-up,dual,38:58.9
69829bc1224b28f0538900d5,665,0,43,right-4,right,right-dark,light-up,greater-up,dual,39:01.0
69829bc1224b28f0538900d5,401,0,44,right-6,left,right-dark,light-up,fewer-up,dual,39:02.5
5b4d64a9b8b20a00015a850e,611,1,26,left-6,left,left-dark,light-up,fewer-up,dual,39:01.0
58cbd0a55d42920001414dd3,1195,1,51,left-2,left,left-dark,light-up,fewer-up,dual,39:02.6
5b4d64a9b8b20a00015a850e,757,1,27,left-2,left,left-dark,dark-up,greater-up,dual,39:03.0
69829bc1224b28f0538900d5,1139,0,45,right-0,right,right-dark,dark-up,fewer-up,dual,39:04.8
58cbd0a55d42920001414dd3,1069,1,52,right-9,right,right-dark,dark-up,greater-up,dual,39:04.7
69829bc1224b28f0538900d5,579,0,46,right-7,left,right-dark,light-up,fewer-up,dual,39:06.5
5b4d64a9b8b20a00015a850e,494,0,28,right-4,right,right-dark,light-up,greater-up,dual,39:05.0
58cbd0a55d42920001414dd3,1271,1,53,left-3,left,left-dark,dark-up,greater-up,dual,39:07.0
69829bc1224b28f0538900d5,555,1,47,right-1,right,right-dark,dark-up,greater-up,dual,39:08.6
5b4d64a9b8b20a00015a850e,1085,0,29,right-6,left,right-dark,light-up,fewer-up,dual,39:07.2
58cbd0a55d42920001414dd3,1097,1,54,right-6,right,right-dark,light-up,fewer-up,dual,39:09.6
69829bc1224b28f0538900d5,592,0,48,left-6,left,left-dark,light-up,greater-up,dual,39:10.6
5b4d64a9b8b20a00015a850e,838,1,30,right-3,left,right-dark,dark-up,fewer-up,dual,39:09.1
69829bc1224b28f0538900d5,439,0,49,right-8,right,right-dark,dark-up,fewer-up,dual,39:12.3
58cbd0a55d42920001414dd3,1413,1,55,left-5,right,left-dark,light-up,greater-up,dual,39:12.5
5b4d64a9b8b20a00015a850e,1001,0,31,right-9,right,right-dark,light-up,greater-up,dual,39:11.3
69829bc1224b28f0538900d5,1354,0,50,left-5,left,left-dark,dark-up,fewer-up,dual,39:14.9
5b4d64a9b8b20a00015a850e,491,1,32,right-3,right,right-dark,dark-up,greater-up,dual,39:13.1
58cbd0a55d42920001414dd3,974,1,56,left-9,left,left-dark,dark-up,greater-up,dual,39:14.8
69829bc1224b28f0538900d5,337,1,51,right-2,right,right-dark,light-up,fewer-up,dual,39:16.4
5b4d64a9b8b20a00015a850e,665,1,33,left-9,left,left-dark,light-up,fewer-up,dual,39:15.2
58cbd0a55d42920001414dd3,1178,0,57,left-1,left,left-dark,light-up,greater-up,dual,39:17.3
69829bc1224b28f0538900d5,478,0,52,right-4,left,right-dark,dark-up,greater-up,dual,39:18.1
5b4d64a9b8b20a00015a850e,489,0,34,right-1,right,right-dark,dark-up,fewer-up,dual,39:17.2
69829bc1224b28f0538900d5,298,0,53,right-1,right,right-dark,dark-up,fewer-up,dual,39:19.7
58cbd0a55d42920001414dd3,1326,1,58,left-9,left,left-dark,light-up,fewer-up,dual,39:19.8
5b4d64a9b8b20a00015a850e,633,0,35,left-1,left,left-dark,dark-up,fewer-up,dual,39:19.0
69829bc1224b28f0538900d5,495,1,54,left-5,left,left-dark,light-up,fewer-up,dual,39:21.2
5b4d64a9b8b20a00015a850e,421,0,36,left-9,left,left-dark,dark-up,fewer-up,dual,39:20.8
58cbd0a55d42920001414dd3,1352,1,59,right-9,left,right-dark,light-up,greater-up,dual,39:22.7
69829bc1224b28f0538900d5,519,0,55,right-3,right,right-dark,light-up,greater-up,dual,39:23.0
5b4d64a9b8b20a00015a850e,647,1,37,left-4,left,left-dark,dark-up,greater-up,dual,39:22.7
69829bc1224b28f0538900d5,679,1,56,left-6,left,left-dark,light-up,fewer-up,dual,39:24.9
69829bc1224b28f0538900d5,432,1,57,right-9,right,right-dark,light-up,fewer-up,dual,39:26.8
5b4d64a9b8b20a00015a850e,1027,1,38,left-2,left,left-dark,light-up,fewer-up,dual,39:25.2
5b4d64a9b8b20a00015a850e,693,0,39,left-5,left,left-dark,dark-up,fewer-up,dual,39:27.4
69829bc1224b28f0538900d5,1536,0,58,right-8,right,right-dark,light-up,greater-up,dual,39:29.4
58cbd0a55d42920001414dd3,867,1,60,right-0,right,right-dark,dark-up,greater-up,dual,39:30.1
69829bc1224b28f0538900d5,423,1,59,left-2,left,left-dark,light-up,fewer-up,dual,39:31.2
58cbd0a55d42920001414dd3,1260,1,61,right-7,left,right-dark,light-up,greater-up,dual,39:32.8
58cbd0a55d42920001414dd3,1348,1,62,right-6,left,right-dark,dark-up,fewer-up,dual,39:35.2
5b4d64a9b8b20a00015a850e,603,1,40,right-7,right,right-dark,light-up,fewer-up,dual,39:33.9
5b4d64a9b8b20a00015a850e,546,0,41,left-0,left,left-dark,light-up,greater-up,dual,39:35.6
58cbd0a55d42920001414dd3,777,1,63,right-8,left,right-dark,light-up,greater-up,dual,39:37.4
69829bc1224b28f0538900d5,452,0,60,right-3,right,right-dark,dark-up,fewer-up,dual,39:38.8
5b4d64a9b8b20a00015a850e,595,0,42,left-4,left,left-dark,dark-up,fewer-up,dual,39:37.5
58cbd0a55d42920001414dd3,1150,1,64,left-7,left,left-dark,light-up,fewer-up,dual,39:40.0
69829bc1224b28f0538900d5,101,0,61,right-3,left,right-dark,light-up,fewer-up,dual,39:40.4
5b4d64a9b8b20a00015a850e,425,1,43,right-3,right,right-dark,light-up,fewer-up,dual,39:39.1
69829bc1224b28f0538900d5,382,0,62,right-5,right,right-dark,dark-up,fewer-up,dual,39:42.3
58cbd0a55d42920001414dd3,1482,1,65,right-1,left,right-dark,light-up,greater-up,dual,39:42.6
5b4d64a9b8b20a00015a850e,1040,0,44,right-8,left,right-dark,dark-up,greater-up,dual,39:41.2
69829bc1224b28f0538900d5,610,0,63,right-0,left,right-dark,dark-up,greater-up,dual,39:44.4
58cbd0a55d42920001414dd3,899,1,66,right-2,right,right-dark,dark-up,greater-up,dual,39:44.5
5b4d64a9b8b20a00015a850e,452,0,45,left-8,left,left-dark,light-up,greater-up,dual,39:43.2
69829bc1224b28f0538900d5,148,0,64,left-2,right,left-dark,dark-up,greater-up,dual,39:45.9
5b4d64a9b8b20a00015a850e,967,1,46,right-1,right,right-dark,light-up,fewer-up,dual,39:45.3
69829bc1224b28f0538900d5,275,0,65,left-1,left,left-dark,dark-up,fewer-up,dual,39:47.4
58cbd0a55d42920001414dd3,1099,1,67,right-0,right,right-dark,light-up,fewer-up,dual,39:47.1
69829bc1224b28f0538900d5,524,0,66,right-6,left,right-dark,dark-up,greater-up,dual,39:49.1
5b4d64a9b8b20a00015a850e,735,1,47,left-1,left,left-dark,dark-up,greater-up,dual,39:47.3
58cbd0a55d42920001414dd3,1128,1,68,left-6,right,left-dark,light-up,greater-up,dual,39:49.7
69829bc1224b28f0538900d5,937,0,67,left-0,right,left-dark,dark-up,greater-up,dual,39:51.4
5b4d64a9b8b20a00015a850e,1126,0,48,right-1,right,right-dark,light-up,greater-up,dual,39:49.9
58cbd0a55d42920001414dd3,1189,1,69,right-4,right,right-dark,light-up,fewer-up,dual,39:52.2
69829bc1224b28f0538900d5,493,1,68,left-9,left,left-dark,dark-up,greater-up,dual,39:53.1
5b4d64a9b8b20a00015a850e,602,0,49,left-3,left,left-dark,light-up,greater-up,dual,39:52.0
58cbd0a55d42920001414dd3,1167,1,70,right-8,right,right-dark,light-up,fewer-up,dual,39:54.4
69829bc1224b28f0538900d5,582,1,69,right-5,right,right-dark,dark-up,greater-up,dual,39:54.9
5b4d64a9b8b20a00015a850e,579,1,50,left-0,left,left-dark,light-up,fewer-up,dual,39:53.9
69829bc1224b28f0538900d5,774,0,70,left-2,left,left-dark,light-up,greater-up,dual,39:56.7
58cbd0a55d42920001414dd3,1194,1,71,left-5,left,left-dark,light-up,fewer-up,dual,39:56.6
5b4d64a9b8b20a00015a850e,758,1,51,left-1,left,left-dark,light-up,fewer-up,dual,39:56.1
69829bc1224b28f0538900d5,631,0,71,left-4,right,left-dark,light-up,fewer-up,dual,39:58.6
58cbd0a55d42920001414dd3,929,1,72,right-5,right,right-dark,light-up,fewer-up,dual,39:58.6
5b4d64a9b8b20a00015a850e,600,0,52,left-0,left,left-dark,dark-up,fewer-up,dual,39:57.8
69829bc1224b28f0538900d5,254,1,72,left-3,left,left-dark,light-up,fewer-up,dual,40:00.0
5b4d64a9b8b20a00015a850e,853,1,53,right-2,left,right-dark,dark-up,fewer-up,dual,39:59.7
69829bc1224b28f0538900d5,433,1,73,left-5,right,left-dark,light-up,greater-up,dual,40:01.5
58cbd0a55d42920001414dd3,1547,1,73,right-9,left,right-dark,dark-up,fewer-up,dual,40:01.5
69829bc1224b28f0538900d5,601,1,74,left-7,left,left-dark,dark-up,greater-up,dual,40:03.4
5b4d64a9b8b20a00015a850e,490,1,54,right-6,left,right-dark,dark-up,fewer-up,dual,40:01.7
58cbd0a55d42920001414dd3,979,1,74,right-1,right,right-dark,light-up,fewer-up,dual,40:03.9
69829bc1224b28f0538900d5,443,0,75,left-1,left,left-dark,light-up,greater-up,dual,40:05.3
5b4d64a9b8b20a00015a850e,339,1,55,right-5,right,right-dark,light-up,fewer-up,dual,40:03.6
58cbd0a55d42920001414dd3,NULL,0,75,left-7,none,left-dark,light-up,greater-up,dual,40:06.1
69829bc1224b28f0538900d5,370,1,76,right-8,right,right-dark,dark-up,greater-up,dual,40:06.8
5b4d64a9b8b20a00015a850e,1241,1,56,left-5,left,left-dark,dark-up,greater-up,dual,40:05.8
69829bc1224b28f0538900d5,523,1,77,right-3,right,right-dark,dark-up,greater-up,dual,40:08.6
5b4d64a9b8b20a00015a850e,542,1,57,right-0,right,right-dark,dark-up,greater-up,dual,40:07.7
58cbd0a55d42920001414dd3,1168,1,76,right-7,left,right-dark,dark-up,fewer-up,dual,40:09.3
69829bc1224b28f0538900d5,1094,1,78,left-9,right,left-dark,dark-up,fewer-up,dual,40:10.9
5b4d64a9b8b20a00015a850e,458,0,58,left-6,right,left-dark,dark-up,greater-up,dual,40:09.5
58cbd0a55d42920001414dd3,1236,1,77,right-5,right,right-dark,dark-up,greater-up,dual,40:12.0
5b4d64a9b8b20a00015a850e,291,0,59,left-3,right,left-dark,light-up,fewer-up,dual,40:11.0
69829bc1224b28f0538900d5,1706,1,79,left-3,right,left-dark,dark-up,fewer-up,dual,40:14.0
58cbd0a55d42920001414dd3,1046,1,78,right-2,left,right-dark,dark-up,fewer-up,dual,40:14.1
5b4d64a9b8b20a00015a850e,822,0,60,left-5,right,left-dark,light-up,fewer-up,dual,40:14.9
58cbd0a55d42920001414dd3,974,1,79,left-0,left,left-dark,dark-up,greater-up,dual,40:16.6
5b4d64a9b8b20a00015a850e,482,0,61,left-6,left,left-dark,light-up,greater-up,dual,40:16.4
5b4d64a9b8b20a00015a850e,844,1,62,right-2,left,right-dark,light-up,greater-up,dual,40:18.7
5b4d64a9b8b20a00015a850e,510,1,63,left-9,left,left-dark,dark-up,greater-up,dual,40:20.6
5b4d64a9b8b20a00015a850e,722,1,64,right-4,right,right-dark,light-up,fewer-up,dual,40:22.8
5b4d64a9b8b20a00015a850e,602,0,65,right-0,right,right-dark,light-up,greater-up,dual,40:24.5
5b4d64a9b8b20a00015a850e,797,0,66,right-6,right,right-dark,light-up,greater-up,dual,40:26.8
5fab3afc780978629141d35f,1370,1,0,right-1,left,right-dark,dark-up,fewer-up,single,40:27.8
5b4d64a9b8b20a00015a850e,592,0,67,right-5,right,right-dark,light-up,greater-up,dual,40:28.7
