participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
65fcab5ed252c205f819b116,NULL,0,37,left-9,none,left-dark,light-up,greater-up,dual,52:05.0
604fe822b095421e07e3f93e,1274,1,24,left-1,right,left-dark,light-up,greater-up,dual,52:03.4
698bd173e4842a5bd8ad85bb,947,1,24,left-5,right,left-dark,dark-up,fewer-up,single,52:04.5
695f9da1eba3887a2214b9f6,885,1,8,right-5,right,right-dark,light-up,fewer-up,single,52:05.1
69a5c500037701844052c365,901,1,54,right-8,right,right-dark,light-up,fewer-up,single,52:05.4
67e48f46ac070276b3bc9cfa,819,1,61,right-1,right,right-dark,light-up,fewer-up,single,52:05.6
6544ff9e0fb2eaaf83e2de5c,NULL,0,36,right-8,none,right-dark,light-up,greater-up,dual,52:05.6
69adf22dc3c63cb295877200,1327,1,0,right-8,left,right-dark,dark-up,fewer-up,dual,52:05.8
69acf86d93afc119933913e5,1655,0,66,right-0,right,right-dark,dark-up,fewer-up,dual,52:06.1
60bc8860d04f4ac80d319a5c,1248,1,74,left-4,left,left-dark,dark-up,greater-up,dual,52:06.3
6984a9d17c365f6f621d7fe7,833,1,51,left-1,right,left-dark,light-up,greater-up,dual,52:06.1
615e420a23219efe3427a367,1604,0,73,left-3,left,left-dark,dark-up,fewer-up,dual,52:07.5
698bd173e4842a5bd8ad85bb,809,1,25,right-9,left,right-dark,light-up,greater-up,single,52:06.7
604db6324496c57afe822770,1641,0,63,right-8,right,right-dark,dark-up,fewer-up,single,52:07.0
604fe822b095421e07e3f93e,1010,1,25,right-0,left,right-dark,light-up,greater-up,dual,52:05.9
65fcab5ed252c205f819b116,837,0,38,right-4,left,right-dark,dark-up,greater-up,dual,52:07.7
695f9da1eba3887a2214b9f6,835,1,9,right-7,left,right-dark,light-up,greater-up,single,52:06.9
67e48f46ac070276b3bc9cfa,639,1,62,left-0,right,left-dark,dark-up,fewer-up,single,52:08.1
69a5c500037701844052c365,1072,1,55,left-3,left,left-dark,dark-up,greater-up,single,52:08.1
69acf86d93afc119933913e5,937,1,67,right-3,left,right-dark,light-up,greater-up,dual,52:08.5
6544ff9e0fb2eaaf83e2de5c,1268,1,37,right-8,right,right-dark,dark-up,greater-up,dual,52:08.7
69adf22dc3c63cb295877200,1537,0,1,right-8,left,right-dark,light-up,fewer-up,dual,52:08.7
615e420a23219efe3427a367,970,0,74,left-6,right,left-dark,dark-up,greater-up,dual,52:09.7
65fcab5ed252c205f819b116,588,1,39,left-8,right,left-dark,light-up,greater-up,dual,52:09.5
60bc8860d04f4ac80d319a5c,1282,0,75,left-0,left,left-dark,light-up,greater-up,dual,52:08.7
698bd173e4842a5bd8ad85bb,1143,1,26,right-9,right,right-dark,dark-up,greater-up,single,52:08.9
604db6324496c57afe822770,817,1,64,left-1,left,left-dark,dark-up,greater-up,single,52:09.1
6984a9d17c365f6f621d7fe7,1154,1,52,right-5,left,right-dark,dark-up,fewer-up,dual,52:08.7
604fe822b095421e07e3f93e,1133,1,26,right-3,right,right-dark,dark-up,greater-up,dual,52:08.2
695f9da1eba3887a2214b9f6,1079,1,10,left-2,left,left-dark,light-up,fewer-up,single,52:09.1
695bd68349914a703c6a9e80,NULL,0,60,left-6,none,left-dark,light-up,greater-up,dual,52:10.4
69a5c500037701844052c365,804,1,56,right-6,right,right-dark,light-up,fewer-up,single,52:10.4
67e48f46ac070276b3bc9cfa,1041,1,63,left-8,right,left-dark,dark-up,fewer-up,single,52:11.2
69adf22dc3c63cb295877200,1087,1,2,right-4,left,right-dark,dark-up,fewer-up,dual,52:11.3
69acf86d93afc119933913e5,1590,0,68,right-4,left,right-dark,light-up,fewer-up,dual,52:11.3
698bd173e4842a5bd8ad85bb,1038,1,27,left-0,left,left-dark,light-up,fewer-up,single,52:11.2
615e420a23219efe3427a367,1227,1,75,left-9,left,left-dark,light-up,fewer-up,dual,52:12.2
6544ff9e0fb2eaaf83e2de5c,NULL,0,38,right-2,none,right-dark,light-up,greater-up,dual,52:11.4
695f9da1eba3887a2214b9f6,834,1,11,left-2,right,left-dark,light-up,greater-up,single,52:11.3
604fe822b095421e07e3f93e,984,1,27,right-8,left,right-dark,dark-up,fewer-up,dual,52:10.7
60bc8860d04f4ac80d319a5c,1578,0,76,right-8,right,right-dark,dark-up,fewer-up,dual,52:11.6
67164d40becf6c95181afe97,1733,1,20,left-4,right,left-dark,light-up,greater-up,dual,52:12.6
6984a9d17c365f6f621d7fe7,NULL,0,53,left-0,none,left-dark,dark-up,fewer-up,dual,52:11.6
604db6324496c57afe822770,1705,0,65,right-7,right,right-dark,dark-up,fewer-up,single,52:12.2
69a5c500037701844052c365,718,1,57,left-7,left,left-dark,light-up,fewer-up,single,52:12.5
695bd68349914a703c6a9e80,NULL,0,61,right-4,none,right-dark,dark-up,greater-up,dual,52:13.6
698bd173e4842a5bd8ad85bb,815,1,28,left-7,left,left-dark,dark-up,greater-up,single,52:13.2
615e420a23219efe3427a367,NULL,0,76,left-8,none,left-dark,dark-up,fewer-up,dual,52:14.5
695f9da1eba3887a2214b9f6,951,1,12,right-6,right,right-dark,light-up,fewer-up,single,52:13.4
67e48f46ac070276b3bc9cfa,720,1,64,right-5,right,right-dark,light-up,fewer-up,single,52:13.8
69acf86d93afc119933913e5,1015,1,69,left-4,right,left-dark,dark-up,fewer-up,dual,52:13.9
69adf22dc3c63cb295877200,1585,1,3,right-5,left,right-dark,dark-up,fewer-up,dual,52:14.1
67164d40becf6c95181afe97,1191,1,21,left-9,left,left-dark,light-up,fewer-up,dual,52:15.0
6544ff9e0fb2eaaf83e2de5c,1034,0,39,left-4,left,left-dark,dark-up,fewer-up,dual,52:14.5
604fe822b095421e07e3f93e,1660,0,28,right-2,right,right-dark,light-up,greater-up,dual,52:13.4
60bc8860d04f4ac80d319a5c,1486,1,77,left-2,left,left-dark,dark-up,greater-up,dual,52:14.4
6984a9d17c365f6f621d7fe7,946,1,54,left-4,right,left-dark,dark-up,fewer-up,dual,52:14.3
69a5c500037701844052c365,929,1,58,left-8,left,left-dark,dark-up,greater-up,single,52:14.8
604db6324496c57afe822770,1170,1,66,left-3,left,left-dark,dark-up,greater-up,single,52:15.0
698bd173e4842a5bd8ad85bb,936,1,29,left-2,left,left-dark,light-up,fewer-up,single,52:15.3
695f9da1eba3887a2214b9f6,886,1,13,left-3,left,left-dark,dark-up,greater-up,single,52:15.4
65fcab5ed252c205f819b116,922,1,40,right-9,right,right-dark,light-up,fewer-up,dual,52:16.3
67e48f46ac070276b3bc9cfa,959,0,65,right-5,right,right-dark,dark-up,fewer-up,single,52:16.0
695bd68349914a703c6a9e80,1530,0,62,right-7,left,right-dark,light-up,fewer-up,dual,52:16.9
604fe822b095421e07e3f93e,785,1,29,right-0,right,right-dark,dark-up,greater-up,dual,52:15.4
69acf86d93afc119933913e5,1343,0,70,left-8,right,left-dark,light-up,fewer-up,dual,52:16.5
69adf22dc3c63cb295877200,1291,0,4,left-0,right,left-dark,light-up,fewer-up,dual,52:16.8
69a5c500037701844052c365,864,1,59,right-2,right,right-dark,dark-up,greater-up,single,52:16.8
67164d40becf6c95181afe97,1472,1,22,left-9,right,left-dark,light-up,greater-up,dual,52:17.8
60bc8860d04f4ac80d319a5c,1473,0,78,right-6,left,right-dark,dark-up,greater-up,dual,52:17.0
615e420a23219efe3427a367,1603,1,77,right-7,right,right-dark,dark-up,greater-up,dual,52:18.2
604db6324496c57afe822770,1253,1,67,right-7,left,right-dark,light-up,greater-up,single,52:17.3
6984a9d17c365f6f621d7fe7,1242,1,55,right-9,left,right-dark,light-up,greater-up,dual,52:16.9
698bd173e4842a5bd8ad85bb,897,1,30,right-6,right,right-dark,dark-up,greater-up,single,52:17.4
695f9da1eba3887a2214b9f6,742,1,14,right-1,right,right-dark,dark-up,greater-up,single,52:17.6
65fcab5ed252c205f819b116,829,1,41,right-9,left,right-dark,light-up,greater-up,dual,52:18.4
695bd68349914a703c6a9e80,NULL,0,63,left-8,none,left-dark,light-up,fewer-up,dual,52:19.3
604fe822b095421e07e3f93e,1244,1,30,left-8,right,left-dark,dark-up,fewer-up,dual,52:17.8
67e48f46ac070276b3bc9cfa,1245,0,66,right-0,right,right-dark,light-up,greater-up,single,52:19.0
69acf86d93afc119933913e5,1197,1,71,right-6,right,right-dark,dark-up,greater-up,dual,52:19.1
6984a9d17c365f6f621d7fe7,663,1,56,right-1,right,right-dark,light-up,fewer-up,dual,52:18.8
67164d40becf6c95181afe97,1023,1,23,right-2,left,right-dark,light-up,greater-up,dual,52:20.1
69adf22dc3c63cb295877200,NULL,0,5,left-5,none,left-dark,dark-up,fewer-up,dual,52:19.6
698bd173e4842a5bd8ad85bb,866,1,31,left-4,right,left-dark,light-up,greater-up,single,52:19.4
604db6324496c57afe822770,869,1,68,right-5,right,right-dark,dark-up,greater-up,single,52:19.8
615e420a23219efe3427a367,1465,1,78,right-5,left,right-dark,light-up,greater-up,dual,52:20.8
60bc8860d04f4ac80d319a5c,1624,1,79,left-3,left,left-dark,light-up,fewer-up,dual,52:19.7
695f9da1eba3887a2214b9f6,956,1,15,left-1,right,left-dark,dark-up,fewer-up,single,52:19.7
65fcab5ed252c205f819b116,1320,0,42,left-8,right,left-dark,dark-up,greater-up,dual,52:21.1
604fe822b095421e07e3f93e,1128,1,31,right-7,right,right-dark,dark-up,greater-up,dual,52:20.1
67e48f46ac070276b3bc9cfa,477,0,67,right-3,left,right-dark,dark-up,greater-up,single,52:21.0
67164d40becf6c95181afe97,685,1,24,right-5,right,right-dark,dark-up,greater-up,dual,52:22.3
6984a9d17c365f6f621d7fe7,1059,1,57,left-0,left,left-dark,light-up,fewer-up,dual,52:21.1
695bd68349914a703c6a9e80,NULL,0,64,right-6,none,right-dark,light-up,fewer-up,dual,52:22.5
69acf86d93afc119933913e5,1131,1,72,right-1,right,right-dark,light-up,fewer-up,dual,52:21.9
604db6324496c57afe822770,925,1,69,right-2,right,right-dark,dark-up,greater-up,single,52:22.1
698bd173e4842a5bd8ad85bb,963,1,32,left-8,right,left-dark,dark-up,fewer-up,single,52:21.9
695f9da1eba3887a2214b9f6,807,1,16,right-2,right,right-dark,dark-up,greater-up,single,52:21.8
65fcab5ed252c205f819b116,962,1,43,left-0,left,left-dark,dark-up,greater-up,dual,52:23.3
615e420a23219efe3427a367,1474,0,79,right-3,left,right-dark,dark-up,greater-up,dual,52:23.7
69adf22dc3c63cb295877200,1329,1,6,left-8,left,left-dark,light-up,fewer-up,dual,52:23.0
67e48f46ac070276b3bc9cfa,435,0,68,right-8,left,right-dark,dark-up,greater-up,single,52:23.3
67164d40becf6c95181afe97,955,1,25,left-3,right,left-dark,light-up,greater-up,dual,52:24.3
604fe822b095421e07e3f93e,1193,1,32,right-1,right,right-dark,light-up,fewer-up,dual,52:22.8
6984a9d17c365f6f621d7fe7,1165,1,58,right-3,right,right-dark,dark-up,greater-up,dual,52:23.5
604db6324496c57afe822770,858,1,70,left-0,left,left-dark,dark-up,greater-up,single,52:24.1
695f9da1eba3887a2214b9f6,681,1,17,left-6,left,left-dark,dark-up,greater-up,single,52:23.9
698bd173e4842a5bd8ad85bb,884,1,33,right-5,left,right-dark,light-up,greater-up,single,52:24.2
69acf86d93afc119933913e5,1130,1,73,right-2,left,right-dark,light-up,greater-up,dual,52:24.5
65fcab5ed252c205f819b116,719,1,44,left-7,right,left-dark,light-up,greater-up,dual,52:25.3
695bd68349914a703c6a9e80,1357,0,65,left-1,right,left-dark,dark-up,greater-up,dual,52:25.6
67e48f46ac070276b3bc9cfa,512,0,69,left-1,right,left-dark,light-up,fewer-up,single,52:25.5
69adf22dc3c63cb295877200,1260,1,7,left-4,left,left-dark,light-up,fewer-up,dual,52:25.5
69a5c500037701844052c365,1454,0,60,right-4,right,right-dark,light-up,greater-up,single,52:25.9
604fe822b095421e07e3f93e,1210,1,33,left-9,left,left-dark,dark-up,greater-up,dual,52:25.2
67164d40becf6c95181afe97,1588,1,26,left-4,left,left-dark,dark-up,greater-up,dual,52:27.1
6984a9d17c365f6f621d7fe7,999,1,59,left-0,left,left-dark,dark-up,greater-up,dual,52:25.8
695f9da1eba3887a2214b9f6,846,1,18,right-5,left,right-dark,dark-up,fewer-up,single,52:26.1
698bd173e4842a5bd8ad85bb,1160,1,34,right-6,left,right-dark,dark-up,fewer-up,single,52:26.6
604db6324496c57afe822770,1310,1,71,right-5,left,right-dark,light-up,greater-up,single,52:26.7
69acf86d93afc119933913e5,1187,0,74,right-5,right,right-dark,light-up,greater-up,dual,52:26.9
67e48f46ac070276b3bc9cfa,689,1,70,left-1,left,left-dark,dark-up,greater-up,single,52:27.3
65fcab5ed252c205f819b116,1639,0,45,left-6,left,left-dark,dark-up,fewer-up,dual,52:28.5
695bd68349914a703c6a9e80,1671,0,66,left-7,right,left-dark,dark-up,greater-up,dual,52:28.7
695f9da1eba3887a2214b9f6,655,1,19,right-3,right,right-dark,dark-up,greater-up,single,52:27.9
69adf22dc3c63cb295877200,1461,1,8,right-1,right,right-dark,light-up,fewer-up,dual,52:28.3
698bd173e4842a5bd8ad85bb,820,1,35,right-1,left,right-dark,light-up,greater-up,single,52:28.5
604fe822b095421e07e3f93e,1011,1,34,left-1,left,left-dark,dark-up,greater-up,dual,52:27.6
67164d40becf6c95181afe97,1046,1,27,right-6,left,right-dark,dark-up,fewer-up,dual,52:29.4
604db6324496c57afe822770,949,1,72,right-3,left,right-dark,light-up,greater-up,single,52:28.8
69a5c500037701844052c365,1516,1,61,left-2,right,left-dark,dark-up,fewer-up,single,52:28.9
67e48f46ac070276b3bc9cfa,657,0,71,left-7,left,left-dark,dark-up,fewer-up,single,52:29.6
69acf86d93afc119933913e5,1417,1,75,right-2,left,right-dark,dark-up,fewer-up,dual,52:29.6
65fcab5ed252c205f819b116,1359,0,46,left-2,left,left-dark,light-up,greater-up,dual,52:30.9
695bd68349914a703c6a9e80,NULL,0,67,right-7,none,right-dark,dark-up,fewer-up,dual,52:31.4
604db6324496c57afe822770,869,1,73,left-7,right,left-dark,light-up,greater-up,single,52:30.9
69adf22dc3c63cb295877200,NULL,0,9,right-7,none,right-dark,light-up,greater-up,dual,52:30.9
604fe822b095421e07e3f93e,916,1,35,right-4,right,right-dark,light-up,fewer-up,dual,52:29.9
67164d40becf6c95181afe97,1121,1,28,left-3,left,left-dark,light-up,fewer-up,dual,52:31.8
69a5c500037701844052c365,801,1,62,right-6,right,right-dark,dark-up,greater-up,single,52:31.1
698bd173e4842a5bd8ad85bb,1331,1,36,right-7,right,right-dark,dark-up,greater-up,single,52:31.3
67e48f46ac070276b3bc9cfa,695,0,72,left-3,right,left-dark,light-up,fewer-up,single,52:31.6
69acf86d93afc119933913e5,1362,1,76,left-1,left,left-dark,dark-up,greater-up,dual,52:32.4
65fcab5ed252c205f819b116,753,0,47,right-3,right,right-dark,light-up,greater-up,dual,52:33.2
604db6324496c57afe822770,1018,1,74,left-5,right,left-dark,light-up,greater-up,single,52:33.4
604fe822b095421e07e3f93e,1164,1,36,right-3,right,right-dark,light-up,fewer-up,dual,52:32.4
69a5c500037701844052c365,1068,1,63,right-1,right,right-dark,dark-up,greater-up,single,52:33.4
695bd68349914a703c6a9e80,1110,1,68,left-7,right,left-dark,light-up,greater-up,dual,52:34.3
67164d40becf6c95181afe97,1084,1,29,right-2,right,right-dark,light-up,fewer-up,dual,52:34.3
69adf22dc3c63cb295877200,1106,1,10,right-1,left,right-dark,light-up,greater-up,dual,52:33.6
67e48f46ac070276b3bc9cfa,759,1,73,left-4,left,left-dark,light-up,fewer-up,single,52:33.7
698bd173e4842a5bd8ad85bb,1069,1,37,right-7,right,right-dark,light-up,fewer-up,single,52:33.8
6984a9d17c365f6f621d7fe7,1075,1,60,left-8,left,left-dark,light-up,fewer-up,dual,52:33.4
65fcab5ed252c205f819b116,790,1,48,left-5,left,left-dark,light-up,fewer-up,dual,52:35.3
69acf86d93afc119933913e5,1563,1,77,right-1,left,right-dark,light-up,greater-up,dual,52:35.0
604fe822b095421e07e3f93e,1112,1,37,right-1,right,right-dark,dark-up,greater-up,dual,52:34.6
69a5c500037701844052c365,808,1,64,left-8,right,left-dark,light-up,greater-up,single,52:35.7
67164d40becf6c95181afe97,937,1,30,left-7,left,left-dark,light-up,fewer-up,dual,52:36.6
695bd68349914a703c6a9e80,1206,1,69,right-3,right,right-dark,dark-up,greater-up,dual,52:36.9
6984a9d17c365f6f621d7fe7,799,1,61,right-2,left,right-dark,dark-up,fewer-up,dual,52:35.7
604db6324496c57afe822770,1396,1,75,left-5,left,left-dark,light-up,fewer-up,single,52:36.2
698bd173e4842a5bd8ad85bb,787,1,38,left-5,right,left-dark,light-up,greater-up,single,52:36.1
69adf22dc3c63cb295877200,1283,0,11,left-1,left,left-dark,light-up,greater-up,dual,52:36.5
65fcab5ed252c205f819b116,900,0,49,right-3,left,right-dark,light-up,fewer-up,dual,52:37.3
66b3e078bef7d6dd6c53e015,897,1,40,right-0,right,right-dark,dark-up,greater-up,dual,52:36.7
67e48f46ac070276b3bc9cfa,NULL,0,74,left-9,none,left-dark,dark-up,greater-up,single,52:36.9
604fe822b095421e07e3f93e,847,1,38,left-0,left,left-dark,dark-up,greater-up,dual,52:36.4
69acf86d93afc119933913e5,1215,1,78,left-7,right,left-dark,dark-up,fewer-up,dual,52:37.6
67164d40becf6c95181afe97,1241,1,31,left-1,right,left-dark,light-up,greater-up,dual,52:38.9
6984a9d17c365f6f621d7fe7,745,1,62,right-8,right,right-dark,dark-up,greater-up,dual,52:37.6
69a5c500037701844052c365,1062,1,65,left-9,left,left-dark,light-up,fewer-up,single,52:38.4
66d1fdd400acfdbc181f41e0,1286,1,0,left-1,left,left-dark,dark-up,greater-up,dual,52:37.8
604db6324496c57afe822770,1459,1,76,left-2,right,left-dark,light-up,greater-up,single,52:38.8
698bd173e4842a5bd8ad85bb,1085,1,39,right-8,right,right-dark,light-up,fewer-up,single,52:38.7
695bd68349914a703c6a9e80,1530,1,70,right-0,left,right-dark,dark-up,fewer-up,dual,52:39.6
69adf22dc3c63cb295877200,1352,1,12,left-3,left,left-dark,light-up,fewer-up,dual,52:39.2
66b3e078bef7d6dd6c53e015,1108,1,41,right-9,right,right-dark,light-up,fewer-up,dual,52:39.3
65fcab5ed252c205f819b116,1628,1,50,right-6,right,right-dark,light-up,fewer-up,dual,52:40.0
604fe822b095421e07e3f93e,1210,1,39,right-9,left,right-dark,light-up,greater-up,dual,52:38.7
67e48f46ac070276b3bc9cfa,1435,1,75,right-2,left,right-dark,dark-up,fewer-up,single,52:40.0
69acf86d93afc119933913e5,1071,1,79,left-5,right,left-dark,dark-up,fewer-up,dual,52:40.0
67164d40becf6c95181afe97,993,1,32,right-3,right,right-dark,dark-up,greater-up,dual,52:40.9
6984a9d17c365f6f621d7fe7,1157,1,63,left-6,right,left-dark,dark-up,fewer-up,dual,52:40.0
69a5c500037701844052c365,1002,1,66,left-1,left,left-dark,light-up,fewer-up,single,52:40.6
604db6324496c57afe822770,929,1,77,left-4,right,left-dark,light-up,greater-up,single,52:41.0
66d1fdd400acfdbc181f41e0,1446,0,1,right-9,left,right-dark,light-up,fewer-up,dual,52:40.6
65fcab5ed252c205f819b116,870,0,51,left-5,left,left-dark,dark-up,fewer-up,dual,52:42.2
69adf22dc3c63cb295877200,NULL,0,13,right-4,none,right-dark,light-up,fewer-up,dual,52:41.6
695bd68349914a703c6a9e80,1364,1,71,right-6,left,right-dark,light-up,greater-up,dual,52:42.5
66b3e078bef7d6dd6c53e015,1578,1,42,right-3,left,right-dark,dark-up,fewer-up,dual,52:42.0
67e48f46ac070276b3bc9cfa,1324,0,76,right-9,left,right-dark,light-up,fewer-up,single,52:42.6
67164d40becf6c95181afe97,1243,1,33,left-2,right,left-dark,dark-up,fewer-up,dual,52:43.4
6984a9d17c365f6f621d7fe7,1364,1,64,right-5,left,right-dark,light-up,greater-up,dual,52:42.5
69a5c500037701844052c365,1111,1,67,right-3,left,right-dark,dark-up,fewer-up,single,52:43.0
604db6324496c57afe822770,1014,1,78,left-0,right,left-dark,light-up,greater-up,single,52:43.3
66d1fdd400acfdbc181f41e0,1464,1,2,right-8,left,right-dark,light-up,greater-up,dual,52:43.1
65fcab5ed252c205f819b116,1278,0,52,left-7,left,left-dark,dark-up,fewer-up,dual,52:44.6
66b3e078bef7d6dd6c53e015,1048,1,43,left-9,right,left-dark,dark-up,fewer-up,dual,52:44.4
695bd68349914a703c6a9e80,1562,1,72,left-5,right,left-dark,light-up,greater-up,dual,52:45.3
